10 20  8.7346  0.2644  0.0582  0.4970
10 21  8.8277  0.2528  0.0520  0.4651
10 22  8.9316  0.2772  0.0780  0.4550
10 23  9.0219  0.2873  0.1134  0.5120
10 24  9.1040  0.2763  0.1158  0.4337
10 25  9.1604  0.2287  0.0578  0.4127
10 26  9.2167  0.1948  0.0370  0.3440
10 27  9.3101  0.2061  0.0139  0.3127
10 28  9.4000  0.2396  0.0997  0.4385
10 29  9.4768  0.2600  0.1154  0.5091
10 30  9.5433  0.2332  0.0925  0.4068
10 31  9.6296  0.2297  0.1064  0.4012
11 1  9.7552  0.2785  0.1518  0.4543
11 2  9.8396  0.2963  0.1691  0.4444
11 3  9.8971  0.2675  0.1164  0.3991
11 4  9.9539  0.1987  0.0987  0.3521
11 5 10.0123  0.1727 -0.0038  0.3203
11 6 10.0669  0.1698  0.0147  0.2879
11 7 10.1248  0.1709  0.0185  0.2812
11 8 10.1888  0.1765  0.0495  0.3067
11 9 10.2584  0.1915  0.0829  0.2955
11 10 10.3277  0.2029  0.0952  0.3115
11 11 10.3840  0.1951  0.0926  0.2883
11 12 10.4578  0.1994  0.0708  0.3130
11 13 10.5426  0.2149  0.0759  0.3723
11 14 10.6028  0.2188  0.1141  0.3486
11 15 10.6737  0.2159  0.0906  0.3295
11 16 10.7444  0.2018  0.0700  0.3320
11 17 10.8081  0.2053  0.0630  0.3924
11 18 10.8544  0.1807  0.0546  0.2934
11 19 10.9143  0.1699  0.0579  0.2986
11 20 10.9744  0.1663  0.0258  0.2630
11 21 11.0445  0.1900  0.0606  0.3141
11 22 11.1060  0.1917  0.0767  0.3021
11 23 11.1739  0.1995  0.0683  0.3303
11 24 11.2551  0.2107  0.0621  0.3233
11 25 11.3403  0.2342  0.1145  0.3280
11 26 11.4210  0.2471  0.1172  0.3579
11 27 11.4857  0.2306  0.1303  0.3745
11 28 11.5638  0.2236  0.1001  0.4167
11 29 11.6284  0.2074  0.0539  0.3553
11 30 11.7022  0.2165  0.1069  0.3405
12 1 11.8831  0.3193  0.2407  0.3971
12 2 11.9655  0.3370  0.2388  0.4574
12 3 12.0364  0.3341  0.2057  0.4094
12 4 12.1236  0.2405  0.0919  0.4112
12 5 12.2020  0.2365  0.0997  0.3765
12 6 12.2721  0.2358  0.1298  0.3348
12 7 12.3385  0.2149  0.0642  0.3703
12 8 12.4094  0.2075  0.0354  0.3552
12 9 12.4739  0.2018  0.0747  0.3259
12 10 12.5300  0.1915  0.0746  0.3570
12 11 12.6029  0.1934  0.0856  0.3329
12 12 12.6563  0.1824  0.0871  0.2755
12 13 12.7095  0.1795  0.0398  0.3160
12 14 12.7788  0.1759  0.0041  0.3720
12 15 12.8506  0.1942  0.0885  0.3044
12 16 12.9068  0.1973  0.0867  0.3115
12 17 12.9617  0.1830  0.0123  0.3125
12 18 13.0293  0.1787 -0.0207  0.3244
12 19 13.0811  0.1743  0.0352  0.3072
12 20 13.1211  0.1594  0.0366  0.2889
12 21 13.1756  0.1463  0.0098  0.2774
12 22 13.2329  0.1518  0.0138  0.2472
12 23 13.2963  0.1751  0.0551  0.2994
12 24 13.3511  0.1755  0.0692  0.2810
12 25 13.3875  0.1546  0.0654  0.2660
12 26 13.4266  0.1304  0.0304  0.2521
12 27 13.4527  0.1016 -0.0043  0.2733
12 28 13.4958  0.1083 -0.0884  0.2405
12 29 13.5442  0.1176 -0.0386  0.2530
12 30 13.5950  0.1423  0.0333  0.2511
12 31 13.6406  0.1448  0.0478  0.2558
